s/n,Rand 1,Rand 2,Date,Item,House Collection/ Self Pickup,Organisation,Bin Location
2756,0.155518952,0.298186382,11/05/2022,Facial Cleanser Bottle,Self Disposal,Alba,NA
2757,0.464495038,0.090113015,05/05/2022,Canned Food Can,House Collection,Passiton.org,NA
2758,0.81345953,0.432507453,18/06/2022,Cassette Tape,House Collection,PWC-Sembwaste,NA
2759,0.199722165,0.165681858,30/03/2022,Glass Cosmetic Bottle,House Collection,Ezi,NA
2760,0.725789512,0.311010001,07/02/2022,Slippers,Self Disposal,Alba,NA
2761,0.669078544,0.35228676,16/02/2022,Pants,House Collection,Alba E-waste Smart Recycling,NA
2762,0.920789909,0.649080197,08/05/2022,Greeting Card,Self Disposal,NA,TOWNER ROAD
2763,0.890412059,0.244084258,30/03/2022,Network Hubs,Self Disposal,Tidy,NA
2764,0.530890131,0.760593687,29/06/2022,Beds,House Collection,NA,LOYANG PLACE
2765,0.291100632,0.257483249,06/02/2022,Paint Container,Self Disposal,Tidy,NA
2766,0.628702086,0.976827987,30/05/2022,Handbags,House Collection,NA,COUNTRYSIDE PLACE
2767,0.898670204,0.592695434,03/04/2022,Plastic Drink Bottle,House Collection,NA,ZION CLOSE
2768,0.316864356,0.075694754,04/04/2022,Paint Container,House Collection,Passiton.org,NA
2769,0.484345977,0.633632657,31/01/2022,Canned Food Can,House Collection,NA,ROSS AVENUE
2770,0.455367719,0.515974508,19/05/2022,Canned Food Can,Self Disposal,NA,BUKIT PURMEI ROAD
2771,0.066435332,0.37360118,23/01/2022,Bodywash Bottle,House Collection,PWC-Alba-WH,NA
2772,0.154322348,0.366621564,19/03/2022,Facial Cleanser Bottle,House Collection,PWC-Alba-WH,NA
2773,0.416720304,0.275016548,12/01/2022,Biscuit Tin,Self Disposal,Alba,NA
2774,0.580163961,0.387034912,17/02/2022,Juice Carton,House Collection,PWC-Alba-WH,NA
2775,0.893483428,0.643099406,23/01/2022,Instant Noodle Bag,House Collection,NA,GOLDHILL PLACE
2776,0.583842014,0.678170644,09/03/2022,Paper Envelope With Window,House Collection,NA,ALJUNIED AVENUE 4
2777,0.423544786,0.917102026,03/06/2022,Biscuit Tin,House Collection,NA,SENJA CLOSE
2778,0.989494704,0.059758464,17/03/2022,Laptops,House Collection,Passiton.org,NA
2779,0.488203762,0.169928563,04/06/2022,Canned Food Can,House Collection,Ezi,NA
2780,0.233285699,0.2480057,07/06/2022,Glass Medicine Bottle,Self Disposal,Tidy,NA
2781,0.329611343,0.368419971,27/01/2022,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
2782,0.602567656,0.922312653,22/01/2022,Glass Plate,Self Disposal,NA,CHOA CHU KANG AVENUE 5
2783,0.2915786,0.970540287,18/01/2022,Paint Container,House Collection,NA,SPRINGLEAF CRESCENT
2784,0.940846397,0.059011408,23/05/2022,Magazine,House Collection,Passiton.org,NA
2785,0.153139897,0.283099569,06/02/2022,Facial Cleanser Bottle,Self Disposal,Alba,NA
2786,0.689786411,0.141101385,28/04/2022,Rice,House Collection,Ezi,NA
2787,0.868223028,0.579704945,30/06/2022,Skirts,House Collection,NA,MOUNT ELIZABETH LINK
2788,0.754637304,0.231968583,02/04/2022,Mirror,Self Disposal,Tidy,NA
2789,0.987829614,0.487189136,22/06/2022,Canned Food/Drinks,Self Disposal,PWC-800 Super,NA
2790,0.864499505,0.766467647,20/02/2022,Rice Cookers,House Collection,NA,PASIR RIS GREEN
2791,0.249375715,0.703979244,01/04/2022,Glass Medicine Bottle,House Collection,NA,JOO CHIAT WALK
2792,0.485885205,0.71038716,10/02/2022,Canned Food Can,Self Disposal,NA,SWANAGE ROAD
2793,0.970895954,0.882992465,09/01/2022,Wireless Access Points,House Collection,NA,JOO KOON CRESCENT
2794,0.689078468,0.595574278,02/01/2022,Shirts,House Collection,NA,LOEWEN ROAD
2795,0.545922773,0.908544052,23/02/2022,Paper Packaging,House Collection,NA,BUKIT BATOK STREET 31
2796,0.50282826,0.026567627,16/04/2022,Gift Wrapping Paper,House Collection,Greensquare,NA
2797,0.944458055,0.34733768,24/05/2022,Slippers,House Collection,Alba E-waste Smart Recycling,NA
2798,0.715602079,0.146675292,13/05/2022,Pyrex Glass,House Collection,Ezi,NA
2799,0.439005066,0.963718835,30/01/2022,Biscuit Tin,House Collection,NA,YISHUN STREET 61
2800,0.670881842,0.606427505,03/01/2022,Cutlery,Self Disposal,NA,VICTORIA PARK GROVE
2801,0.481297407,0.166068185,29/01/2022,Canned Food Can,House Collection,Ezi,NA
2802,0.62124421,0.965896415,27/06/2022,Bubble Wrap,Self Disposal,NA,YISHUN STREET 23
2803,0.906496662,0.34660879,29/03/2022,Toys,House Collection,Alba E-waste Smart Recycling,NA
2804,0.077698281,0.966303607,28/02/2022,Bodywash Bottle,House Collection,NA,LORONG CHENCHARU
2805,0.11313219,0.118285997,06/03/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
2806,0.944634017,0.55234187,15/05/2022,Markers,Self Disposal,NA,ALEXANDRA VIEW
2807,0.077071642,0.862552717,24/05/2022,Bodywash Bottle,House Collection,NA,CHENG SOON LANE
2808,0.183765303,0.846835839,04/04/2022,Glass Cosmetic Bottle,House Collection,NA,CLOVER RISE
2809,0.955980489,0.798543162,15/05/2022,Bodywash Bottle,Self Disposal,NA,COMPASSVALE STREET
2810,0.310913624,0.957355922,12/03/2022,Paint Container,House Collection,NA,KENYA CRESCENT
2811,0.482165167,0.983117009,12/03/2022,Canned Food Can,Self Disposal,NA,LORONG SAMAK
2812,0.127131372,0.242830015,11/01/2022,Detergent Bottle,Self Disposal,Tidy,NA
2813,0.018741375,0.856106738,24/04/2022,Aerosol Can,House Collection,NA,TOH TUCK RISE
2814,0.211558899,0.298277064,30/01/2022,Glass Cosmetic Bottle,Self Disposal,Alba,NA
2815,0.288353977,0.135524203,26/06/2022,Paint Container,Self Disposal,Salvation Army,NA
2816,0.319811348,0.963907771,23/01/2022,Shampoo Bottle,House Collection,NA,YISHUN STREET 72
2817,0.870081134,0.039140277,28/04/2022,Desktop Monitors,House Collection,Greensquare,NA
2818,0.734369992,0.661713279,12/03/2022,Instant Noodle Bag,Self Disposal,NA,DUNSFOLD DRIVE
2819,0.32391017,0.249228565,16/02/2022,Shampoo Bottle,Self Disposal,Tidy,NA
2820,0.551477026,0.867439246,31/01/2022,Crockery,House Collection,NA,BOON LAY WAY
2821,0.124160008,0.85495432,15/02/2022,Detergent Bottle,House Collection,NA,HUME AVENUE
2822,0.469345607,0.352407159,31/03/2022,Canned Food Can,House Collection,Alba E-waste Smart Recycling,NA
2823,0.438333637,0.998175988,08/04/2022,Biscuit Tin,House Collection,NA,SUMANG LANE
2824,0.762165833,0.785129951,11/03/2022,Metal Bottle Cap,Self Disposal,NA,AIRPORT ROAD
2825,0.111562658,0.131711147,02/02/2022,Detergent Bottle,Self Disposal,Salvation Army,NA
2826,0.763326795,0.778578881,04/04/2022,Plastic Clothes Hanger,House Collection,NA,TAMPINES AVENUE
2827,0.560309304,0.372687295,08/01/2022,Metal Drink Can,House Collection,PWC-Alba-WH,NA
2828,0.625041614,0.834776627,04/03/2022,Toilet Paper Roll,House Collection,NA,BISHAN STREET 21
2829,0.703111312,0.16626856,24/04/2022,Paper Envelope With Window,House Collection,Ezi,NA
2830,0.577276165,0.010788804,04/05/2022,Windows,House Collection,Greensquare,NA
2831,0.249862104,0.208375566,16/02/2022,Glass Medicine Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2832,0.184125044,0.2491343,27/05/2022,Glass Cosmetic Bottle,Self Disposal,Tidy,NA
2833,0.434806195,0.478186367,27/02/2022,Biscuit Tin,Self Disposal,PWC-800 Super,NA
2834,0.838263393,0.913775948,10/06/2022,Glass Drink Bottle,Self Disposal,NA,JALAN BATU NILAM
2835,0.1616511,0.803220599,13/06/2022,Facial Cleanser Bottle,Self Disposal,NA,SAINT ANNE'S WOOD
2836,0.281338171,0.640186925,18/01/2022,Paint Container,House Collection,NA,SHREWSBURY ROAD
2837,0.015368895,0.638529616,06/04/2022,Aerosol Can,Self Disposal,NA,ASIMONT LANE
2838,0.845966528,0.482329075,25/01/2022,Soft Toys,Self Disposal,PWC-800 Super,NA
2839,0.70660201,0.174147274,17/01/2022,Dolls,House Collection,Ezi,NA
2840,0.562246724,0.724637026,28/04/2022,Flyer,Self Disposal,NA,JALAN TERANG BULAN
2841,0.19573139,0.506843802,02/05/2022,Glass Cosmetic Bottle,Self Disposal,NA,SMITH STREET
2842,0.337403795,0.093916219,15/06/2022,Shampoo Bottle,Self Disposal,Salvation Army,NA
2843,0.754417957,0.775032219,03/02/2022,Medicine Blister Pack,Self Disposal,NA,TAMPINES AVENUE 1
2844,0.997754612,0.495484489,07/06/2022,Metal Drink Can,Self Disposal,PWC-800 Super,NA
2845,0.272457578,0.997099348,05/04/2022,Glass Medicine Bottle,Self Disposal,NA,EDGEFIELD PLAINS
2846,0.183926635,0.121012682,09/02/2022,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
2847,0.144447138,0.995425367,28/03/2022,Facial Cleanser Bottle,House Collection,NA,DEDAP LINK
2848,0.550422614,0.910029295,02/05/2022,Canned Food/Drinks,House Collection,NA,PAVILION CIRCLE
2849,0.032798933,0.890624505,15/01/2022,Aerosol Can,House Collection,NA,TUAS VIEW SQUARE
2850,0.714915301,0.505847666,04/05/2022,Mirror,Self Disposal,NA,BOAT QUAY
2851,0.852904061,0.126970792,12/06/2022,Televisions,Self Disposal,Salvation Army,NA
2852,0.346326526,0.221495759,16/03/2022,Shampoo Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2853,0.556849424,0.877186803,20/02/2022,Tissue Paper,House Collection,NA,PIONEER WALK
2854,0.519532722,0.148760067,15/03/2022,Beer Bottle,House Collection,Ezi,NA
2855,0.721691036,0.844875644,18/05/2022,Glass Cup,Self Disposal,NA,JALAN CHEMPAH
2856,0.261399558,0.698636851,29/01/2022,Glass Medicine Bottle,House Collection,NA,LORONG J TELOK KURAU
2857,0.640349127,0.613774441,28/04/2022,Plastic Food Bottle,Self Disposal,NA,GHIM MOH LINK
2858,0.447236659,0.179705125,23/06/2022,Biscuit Tin,House Collection,Ezi,NA
2859,0.44385384,0.18794584,17/06/2022,Biscuit Tin,House Collection,Gee Hoe Seng Pte Ltd,NA
2860,0.592959681,0.525789172,12/03/2022,Tablets,House Collection,NA,ARCHITECTURE DRIVE
2861,0.306436562,0.211147654,02/06/2022,Paint Container,House Collection,Gee Hoe Seng Pte Ltd,NA
2862,0.725815031,0.760344547,11/01/2022,Sports Shoes,House Collection,NA,LOYANG WALK
2863,0.095590003,0.656290296,15/03/2022,Detergent Bottle,Self Disposal,NA,KALLANG WAY 2A
2864,0.675628831,0.330972437,28/03/2022,Plastic Cutlery,House Collection,Alba E-waste Smart Recycling,NA
2865,0.711089228,0.282630318,07/04/2022,Laptops,Self Disposal,Alba,NA
2866,0.812173156,0.684894802,18/05/2022,Long Fluorescent Tubes,Self Disposal,NA,UBI AVENUE 1
2867,0.737187575,0.511978398,23/01/2022,Aerosol Can,Self Disposal,NA,MISTRI ROAD
2868,0.281625596,0.185704935,18/05/2022,Paint Container,House Collection,Gee Hoe Seng Pte Ltd,NA
2869,0.771279382,0.685715409,03/06/2022,Printers,House Collection,NA,UBI VIEW
2870,0.551866503,0.404878803,24/05/2022,Computers,House Collection,PWC-Alba-WH,NA
2871,0.449895527,0.300025726,04/04/2022,Biscuit Tin,Self Disposal,Alba,NA
2872,0.836699309,0.673494416,25/03/2022,Bodywash Bottle,Self Disposal,NA,GEYLANG EAST AVENUE 2
2873,0.012770836,0.425482356,18/06/2022,Aerosol Can,House Collection,PWC-Sembwaste,NA
2874,0.314272495,0.064105517,26/06/2022,Paint Container,House Collection,Passiton.org,NA
2875,0.752210824,0.631386386,13/06/2022,Wireless Access Points,House Collection,NA,TOA PAYOH LINK
2876,0.906426962,0.301871922,08/06/2022,Toys,Self Disposal,Alba,NA
2877,0.729594148,0.856263201,20/02/2022,Rice,House Collection,NA,TOH TUCK PLACE
2878,0.518736156,0.446268942,06/02/2022,Detergent Bottle,House Collection,PWC-Sembwaste,NA
2879,0.834666781,0.07057968,08/05/2022,Plastic Cutlery,House Collection,Passiton.org,NA
2880,0.610400142,0.892597033,07/01/2022,Beds,House Collection,NA,TUAS BAY LINK
2881,0.177565606,0.82890802,17/02/2022,Facial Cleanser Bottle,House Collection,NA,YIO CHU KANG GARDENS
2882,0.887883856,0.723400431,13/05/2022,Shirts,Self Disposal,NA,MARIA AVENUE
2883,0.451233005,0.26828847,30/04/2022,Biscuit Tin,Self Disposal,Tidy,NA
2884,0.839823603,0.834373641,28/06/2022,Brochure,House Collection,NA,BRIGHT HILL CRESCENT
2885,0.160648741,0.863899904,21/02/2022,Facial Cleanser Bottle,Self Disposal,NA,JURONG EAST STREET 24
2886,0.523523243,0.839815551,19/06/2022,Metal Bottle Cap,Self Disposal,NA,ONTARIO AVENUE
2887,0.894276663,0.909368117,01/04/2022,Plastic Cutlery,House Collection,NA,BUKIT BATOK WEST AVENUE 4
2888,0.940544988,0.47742386,13/01/2022,Glass Plate,Self Disposal,PWC-800 Super,NA
2889,0.472858149,0.890840633,22/05/2022,Canned Food Can,Self Disposal,NA,TUAS SOUTH AVENUE 12
2890,0.88580278,0.203172996,30/04/2022,Toy Cars,House Collection,Gee Hoe Seng Pte Ltd,NA
2891,0.381838414,0.622871403,04/03/2022,Beer Bottle,Self Disposal,NA,GREENLEAF LANE
2892,0.950391382,0.342060359,26/02/2022,Routers,House Collection,Alba E-waste Smart Recycling,NA
2893,0.104284894,0.623129398,07/05/2022,Detergent Bottle,House Collection,NA,GREENLEAF DRIVE
2894,0.729596813,0.770432786,10/04/2022,Rice,Self Disposal,NA,SIMEI LANE
2895,0.308320436,0.608969268,14/02/2022,Paint Container,Self Disposal,NA,NAMLY HILL
2896,0.131496526,0.301172549,03/02/2022,Detergent Bottle,Self Disposal,Alba,NA
2897,0.762058568,0.932232018,14/01/2022,Magazine Wrapper,House Collection,NA,LIM CHU KANG LANE 6D
2898,0.330907262,0.522462853,10/01/2022,Shampoo Bottle,Self Disposal,NA,BUKIT PURMEI AVENUE
2899,0.249997186,0.805547056,13/02/2022,Glass Medicine Bottle,Self Disposal,NA,RICHARDS PLACE
2900,0.567356176,0.396453328,29/05/2022,Board Games,House Collection,PWC-Alba-WH,NA
2901,0.575920239,0.719341203,30/03/2022,Paper Plate,Self Disposal,NA,TUA KONG WALK
2902,0.469971549,0.629283958,10/04/2022,Canned Food Can,House Collection,NA,GREENWOOD GROVE
2903,0.686578364,0.295981247,03/01/2022,Board Games,Self Disposal,Alba,NA
2904,0.463874376,0.583956047,03/03/2022,Canned Food Can,Self Disposal,NA,EMERALD HILL ROAD
2905,0.589454928,0.678039041,30/03/2022,Blouses,Self Disposal,NA,ALJUNIED AVENUE 5
2906,0.982935565,0.983152152,03/02/2022,Toilet Paper Roll,Self Disposal,NA,LORONG SAMAK
2907,0.118810124,0.210798648,26/02/2022,Detergent Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2908,0.767981637,0.912470744,03/06/2022,Reusable Bags,House Collection,NA,GOMBAK RISE
2909,0.920603621,0.890777432,17/01/2022,Glass Cup,Self Disposal,NA,TUAS SOUTH STREET 9
2910,0.933566302,0.079329555,17/04/2022,Mirror,House Collection,Passiton.org,NA
2911,0.270423981,0.398468354,19/02/2022,Glass Medicine Bottle,House Collection,PWC-Alba-WH,NA
2912,0.93337152,0.585251419,26/02/2022,Medicine Blister Pack,Self Disposal,NA,BIDEFORD ROAD
2913,0.140561005,0.767173208,08/06/2022,Facial Cleanser Bottle,Self Disposal,NA,RIVERINA WALK
2914,0.464172133,0.109268546,04/02/2022,Canned Food Can,Self Disposal,Salvation Army,NA
2915,0.852952985,0.100207471,01/07/2022,Televisions,Self Disposal,Salvation Army,NA
2916,0.203745021,0.308820305,21/03/2022,Glass Cosmetic Bottle,Self Disposal,Alba,NA
2917,0.421249166,0.605037495,08/03/2022,Biscuit Tin,Self Disposal,NA,DALVEY ESTATE
2918,0.43475869,0.133509296,27/04/2022,Biscuit Tin,Self Disposal,Salvation Army,NA
2919,0.332136532,0.395389941,30/01/2022,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
2920,0.617270745,0.120315183,29/03/2022,Disposable Wooden Chopstick,Self Disposal,Salvation Army,NA
2921,0.915687149,0.536890723,21/05/2022,Plant,Self Disposal,NA,WEST COAST ROAD
2922,0.805246573,0.034721547,06/06/2022,Slippers,House Collection,Greensquare,NA
2923,0.580311287,0.498705543,13/04/2022,Milk Carton,Self Disposal,PWC-800 Super,NA
2924,0.757246294,0.53184925,05/02/2022,Bodywash Bottle,Self Disposal,NA,CLEMENTI ROAD
2925,0.260475477,0.19280765,24/01/2022,Glass Medicine Bottle,House Collection,Gee Hoe Seng Pte Ltd,NA
2926,0.173117634,0.700924593,10/05/2022,Facial Cleanser Bottle,House Collection,NA,MARTIA ROAD
2927,0.779960883,0.546505367,11/03/2022,Wine Bottle,House Collection,NA,SAINT MARGARET'S ROAD
2928,0.309450939,0.70501344,19/02/2022,Paint Container,House Collection,NA,JALAN SOTONG
2929,0.343449324,0.788442108,02/06/2022,Shampoo Bottle,Self Disposal,NA,LORONG PENCHALAK
2930,0.614004721,0.154714001,16/03/2022,Power Assisted Bicycles,House Collection,Ezi,NA
2931,0.157360843,0.912924296,28/06/2022,Facial Cleanser Bottle,House Collection,NA,PHOENIX GARDEN
2932,0.711090809,0.834064889,26/01/2022,Laptops,Self Disposal,NA,VENUS DRIVE
2933,0.404235995,0.47586691,22/03/2022,Beer Bottle,Self Disposal,PWC-800 Super,NA
2934,0.552028026,0.186905516,10/01/2022,Laptops,House Collection,Gee Hoe Seng Pte Ltd,NA
2935,0.458847323,0.746199627,25/06/2022,Canned Food Can,Self Disposal,NA,SUNBIRD AVENUE
2936,0.858304202,0.805161854,04/06/2022,Jam Bottle,Self Disposal,NA,ROSYTH TERRACE
2937,0.550556458,0.139961471,27/02/2022,Instant Noodles,House Collection,Ezi,NA
2938,0.165654839,0.676411748,12/06/2022,Facial Cleanser Bottle,Self Disposal,NA,LORONG 21 GEYLANG
2939,0.561159322,0.074382454,02/01/2022,Sauce Bottle,House Collection,Passiton.org,NA
2940,0.103617122,0.86778835,07/02/2022,Detergent Bottle,Self Disposal,NA,HO CHING ROAD
2941,0.774297057,0.73468076,11/05/2022,Medicine Blister Pack,House Collection,NA,KEW HEIGHTS
2942,0.445150948,0.623775953,27/01/2022,Biscuit Tin,Self Disposal,NA,EAST SUSSEX LANE
2943,0.422330976,0.51548633,08/01/2022,Biscuit Tin,Self Disposal,NA,BLAIR ROAD
2944,0.099361337,0.321832526,19/01/2022,Detergent Bottle,House Collection,Alba E-waste Smart Recycling,NA
2945,0.534262023,0.074715981,06/06/2022,Electric Mobility Scooters,House Collection,Passiton.org,NA
2946,0.393366828,0.605040266,05/04/2022,Beer Bottle,Self Disposal,NA,DALVEY ESTATE
2947,0.044604535,0.877344052,28/05/2022,Aerosol Can,House Collection,NA,BANYAN ROAD
2948,0.427945405,0.385260451,01/04/2022,Biscuit Tin,House Collection,PWC-Alba-WH,NA
2949,0.212963192,0.669811616,03/03/2022,Glass Cosmetic Bottle,Self Disposal,NA,JALAN ANGGEREK
2950,0.965403625,0.987824335,14/02/2022,Bedding,Self Disposal,NA,MIMOSA TERRACE
2951,0.340313713,0.404789194,10/01/2022,Shampoo Bottle,House Collection,PWC-Alba-WH,NA
2952,0.977035203,0.125294891,23/05/2022,Canned Food Can,Self Disposal,Salvation Army,NA
2953,0.064624551,0.453877345,23/01/2022,Bodywash Bottle,House Collection,PWC-Sembwaste,NA
2954,0.989773017,0.703365704,06/03/2022,Modems,House Collection,NA,KURAU PLACE
2955,0.945342522,0.970797,02/04/2022,Soft Toys,Self Disposal,NA,LENTOR PLAIN
2956,0.471478713,0.062129789,03/06/2022,Canned Food Can,House Collection,Passiton.org,NA
2957,0.984981667,0.926973524,03/01/2022,Dolls,Self Disposal,NA,JALAN PIRING
2958,0.229769923,0.761757028,10/04/2022,Glass Medicine Bottle,House Collection,NA,JALAN KELEMPONG
2959,0.552982102,0.82633564,22/05/2022,Set-Top Boxes,House Collection,NA,ANG MO KIO STREET 31
2960,0.020887013,0.010484966,21/03/2022,Aerosol Can,House Collection,Greensquare,NA
2961,0.251888989,0.328963593,01/01/2022,Glass Medicine Bottle,House Collection,Alba E-waste Smart Recycling,NA
2962,0.488680715,0.100640845,12/05/2022,Canned Food Can,Self Disposal,Salvation Army,NA
2963,0.988597024,0.657510814,06/03/2022,Tables,House Collection,NA,PHENG GECK AVENUE
2964,0.728040823,0.024239928,17/05/2022,Handbags,House Collection,Greensquare,NA
2965,0.225894973,0.02823224,10/01/2022,Glass Cosmetic Bottle,House Collection,Greensquare,NA
2966,0.007223519,0.42904097,08/05/2022,Aerosol Can,House Collection,PWC-Sembwaste,NA
2967,0.413552541,0.938457051,08/02/2022,Biscuit Tin,Self Disposal,NA,WOODLANDS DRIVE 73
2968,0.672811268,0.282832998,13/02/2022,Printer Ink Cartridge,Self Disposal,Alba,NA
2969,0.896496938,0.989777273,19/03/2022,Detergent Bottle,House Collection,NA,SELETAR TERRACE
2970,0.407575126,0.382986187,11/03/2022,Beer Bottle,House Collection,PWC-Alba-WH,NA
2971,0.296817155,0.142057032,01/02/2022,Paint Container,House Collection,Ezi,NA
2972,0.368529294,0.138053745,09/04/2022,Beer Bottle,House Collection,Ezi,NA
2973,0.577211363,0.94684869,06/02/2022,Windows,House Collection,NA,KRANJI ROAD
2974,0.218268906,0.103100161,13/01/2022,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
2975,0.332008535,0.613507712,28/05/2022,Shampoo Bottle,Self Disposal,NA,ALLAMANDA GROVE
2976,0.612520884,0.524083208,20/02/2022,Servers,House Collection,NA,TELOK BLANGAH GREEN
2977,0.487594221,0.329219407,21/04/2022,Canned Food Can,House Collection,Alba E-waste Smart Recycling,NA
2978,0.83160351,0.1698391,18/01/2022,Tablets,House Collection,Ezi,NA
2979,0.291219124,0.510826201,03/01/2022,Paint Container,Self Disposal,NA,ANN SIANG HILL
2980,0.455538378,0.895328131,18/05/2022,Canned Food Can,Self Disposal,NA,YUNNAN WALK 1
2981,0.281646924,0.311200425,23/02/2022,Paint Container,Self Disposal,Alba,NA
2982,0.690266,0.393296952,10/05/2022,Sofas,House Collection,PWC-Alba-WH,NA
2983,0.519638587,0.961170336,26/06/2022,Biscuit Tin,House Collection,NA,YISHUN AVENUE 5
2984,0.11764008,0.393367766,01/03/2022,Detergent Bottle,House Collection,PWC-Alba-WH,NA
2985,0.796712748,0.054132898,14/05/2022,Contact Lens Blister,House Collection,Passiton.org,NA
2986,0.40782342,0.986606576,19/03/2022,Beer Bottle,House Collection,NA,MIMOSA ROAD
2987,0.432099947,0.412846129,03/06/2022,Biscuit Tin,House Collection,PWC-Sembwaste,NA
2988,0.338853441,0.648994581,06/03/2022,Shampoo Bottle,Self Disposal,NA,TOWNER ROAD
2989,0.237843994,0.14746609,02/02/2022,Glass Medicine Bottle,House Collection,Ezi,NA
2990,0.526310443,0.856350518,28/01/2022,Irons,Self Disposal,NA,TOH TUCK DRIVE
2991,0.182638177,0.100087685,12/03/2022,Glass Cosmetic Bottle,Self Disposal,Salvation Army,NA
2992,0.324631748,0.303140023,19/01/2022,Shampoo Bottle,Self Disposal,Alba,NA
